"customer_id";"first_name";"middle_name";"last_name";"address_line_1";"addess_line_2";"city";"state_province_code";"country_region_code";"state_name";"territory_name";"territory_group";"start_date";"end_date";"is_active"
"28331";"Colleen";"J";"Beck";"1251 Alan Drive";"";"Burbank";"CA ";"US";"California";"Southwest";"North America";"2025-02-12";"";"1"
"28322";"Willie";"C";"Chen";"7547 Delta Fair Blvd.";"";"Milsons Point";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-03-12";"";"1"
"28313";"Brett";"M";"Perez";"3444 Elkwood Dr.";"";"Townsville";"QLD";"AU";"Queensland";"Australia";"Pacific";"2025-04-27";"";"1"
"28312";"Joy";"";"Jimenez";"3647 San Miguel Road";"";"Lavender Bay";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-04-20";"";"1"
"28305";"Patricia";"";"Lopez";"6576 Lime Ridge Dr.";"";"Bendigo";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-09-15";"";"1"
"28297";"Gabrielle";"";"Edwards";"3769 Green Tea Drive";"";"Milwaukie";"OR ";"US";"Oregon";"Northwest";"North America";"2023-03-15";"";"1"
"28290";"Ian";"W";"Brooks";"6286 Mt. Sequoia Ct.";"";"Cliffside";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-04-19";"";"1"
"28272";"Hunter";"M";"Jai";"9621 Alamo Court";"";"Sooke";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-10-20";"";"1"
"28263";"Jonathan";"";"Lee";"5474 Jason Ct.";"";"Everett";"WA ";"US";"Washington";"Northwest";"North America";"2025-10-27";"";"1"
"28261";"Stephanie";"L";"Griffin";"8682 Hungry Rd";"";"Victoria";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-10-05";"";"1"
"28256";"Colin";"R";"Beck";"1440 Azores Circle";"";"Beaverton";"OR ";"US";"Oregon";"Northwest";"North America";"2025-05-04";"";"1"
"28254";"Jacqueline";"W";"Brooks";"9684 Morello Heights Circle";"";"Sooke";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-29";"";"1"
"28231";"James";"V";"Powell";"8358 Azalea Avenue";"";"Salem";"OR ";"US";"Oregon";"Northwest";"North America";"2025-07-18";"";"1"
"28229";"Samantha";"";"Wilson";"3582 Juliet Court";"";"Torrance";"CA ";"US";"California";"Southwest";"North America";"2025-07-29";"";"1"
"28223";"Jessica";"";"Davis";"624 Peabody Road";"";"Downey";"CA ";"US";"California";"Southwest";"North America";"2023-03-24";"";"1"
"28220";"Kelsey";"W";"Xu";"4769 Mt. View Dr.";"";"Rockhampton";"QLD";"AU";"Queensland";"Australia";"Pacific";"2025-10-24";"";"1"
"28213";"Jared";"A";"Morgan";"4846 Colfax St.";"";"Melbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-07-19";"";"1"
"28212";"Melody";"E";"Hernandez";"1082 Crivello Avenue";"";"Cranbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-03-27";"";"1"
"28169";"Lucas";"G";"Blue";"9330 Georgia Dr.";"";"Victoria";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-07-22";"";"1"
"28162";"Bruce";"R";"Ward";"2186 Claycord Ave.";"";"Grossmont";"CA ";"US";"California";"Southwest";"North America";"2023-02-22";"";"1"
"28153";"Mackenzie";"";"Torres";"9277 Santa Rita Dr";"";"Oak Bay";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-10-11";"";"1"
"27573";"Hunter";"";"Lal";"8299 Leed Court West";"";"Torrance";"CA ";"US";"California";"Southwest";"North America";"2024-11-12";"";"1"
"27565";"Kayla";"L";"Wood";"1142 Firestone Dr.";"";"Downey";"CA ";"US";"California";"Southwest";"North America";"2025-02-04";"";"1"
"27564";"Kevin";"";"Lal";"856 Summit View Dr";"";"Burbank";"CA ";"US";"California";"Southwest";"North America";"2025-05-03";"";"1"
"27548";"Mason";"";"Green";"3909 Lavetta Way";"";"Ballard";"WA ";"US";"Washington";"Northwest";"North America";"2025-11-30";"";"1"
"27539";"Samuel";"L";"Winston";"3372 Mobile Lane";"";"Colma";"CA ";"US";"California";"Southwest";"North America";"2024-12-03";"";"1"
"27531";"Abigail";"E";"Bailey";"2431 Keith Court";"";"Renton";"WA ";"US";"Washington";"Northwest";"North America";"2024-11-19";"";"1"
"27524";"Denise";"C";"Suri";"7177 Danesta Dr.";"";"Burien";"WA ";"US";"Washington";"Northwest";"North America";"2024-11-30";"";"1"
"27515";"Keith";"P";"Becker";"4077 Chinquapin Ct";"";"Coffs Harbour";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-06-08";"";"1"
"27505";"Bonnie";"L.";"Skelly";"6091 MountainAire Parkway";"";"Burlingame";"CA ";"US";"California";"Southwest";"North America";"2025-08-05";"";"1"
"27500";"Luis";"";"Hill";"5203 Foothill Way";"";"Melton";"VIC";"AU";"Victoria";"Australia";"Pacific";"2024-12-02";"";"1"
"27498";"Marie";"J";"Ruiz";"3279 W 46th St";"";"Newcastle";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-11-09";"";"1"
"27497";"Johnathan";"R";"Rana";"2258 Pablo Neruda";"";"Coffs Harbour";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2025-05-21";"";"1"
"27441";"Jose";"";"Ross";"181 Buena Vista";"";"Shawnee";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-01-14";"";"1"
"27432";"Craig";"C";"Ruiz";"144 Castro Street";"";"Chula Vista";"CA ";"US";"California";"Southwest";"North America";"2025-10-20";"";"1"
"27424";"Luis";"P";"Mitchell";"8605 Avalon Court";"";"La Jolla";"CA ";"US";"California";"Southwest";"North America";"2024-10-28";"";"1"
"27421";"Mindy";"";"Chander";"5458 Gladstone Drive";"";"Braintree";"MA ";"US";"Massachusetts";"Northeast";"North America";"2024-10-13";"";"1"
"27414";"Julia";"J";"Young";"3448 Sun View Terr.";"";"Shawnee";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-06-25";"";"1"
"27407";"Faith";"L";"Griffin";"4426 Scenic Avenue";"Unit D9";"Portland";"OR ";"US";"Oregon";"Northwest";"North America";"2024-10-10";"";"1"
"27405";"Jackson";"";"Shan";"1264 Eureka Lane";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2024-10-07";"";"1"
"27388";"Xavier";"R";"Cox";"5934 Warmcastle Ct.";"";"Spokane";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-20";"";"1"
"27372";"Andre";"";"Sai";"2530 C Del Rio Circle";"";"Bradenton";"FL ";"US";"Florida";"Southeast";"North America";"2025-12-07";"";"1"
"27339";"Ann";"";"Sai";"1929 Many Lane";"";"Silverwater";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-10-07";"";"1"
"27333";"Kathryn";"";"Luo";"Hochstr 2666";"";"Stuttgart";"SL ";"DE";"Saarland";"Germany";"Europe";"2025-10-03";"";"1"
"27308";"Marie";"A";"Rana";"3989 Crestwood Circle";"";"Billericay";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-03-15";"";"1"
"27307";"Andre";"";"Prasad";"Potsdamer Straße 757";"";"Paderborn";"HH ";"DE";"Hamburg";"Germany";"Europe";"2025-06-25";"";"1"
"27288";"Destiny";"L";"Richardson";"7739 Pineknoll";"";"Newport Beach";"CA ";"US";"California";"Southwest";"North America";"2024-10-18";"";"1"
"27283";"Jamie";"";"Hernandez";"4194 Baywood Drive";"";"Cliffside";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-01-17";"";"1"
"27280";"Naomi";"S";"Gutierrez";"5109 Fawn Glen Circle";"";"Burbank";"CA ";"US";"California";"Southwest";"North America";"2024-10-16";"";"1"
"27272";"Elijah";"";"Chen";"5691 Lexington Road";"";"Milwaukie";"OR ";"US";"Oregon";"Northwest";"North America";"2024-10-16";"";"1"
"27271";"Anna";"S";"Reed";"8209 Green View Court";"";"Edmonds";"WA ";"US";"Washington";"Northwest";"North America";"2024-10-31";"";"1"
"27246";"Aaron";"K";"Hall";"7707 Jemco Court";"";"Lemon Grove";"CA ";"US";"California";"Southwest";"North America";"2025-04-21";"";"1"
"27241";"Oscar";"";"Butler";"9926 Atchinson Stage Ct.";"";"West Covina";"CA ";"US";"California";"Southwest";"North America";"2025-05-09";"";"1"
"27216";"Ana";"D";"Diaz";"1271 Mills Place";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2025-12-31";"";"1"
"27174";"Fernando";"M";"Bennett";"Räuscherweg 675";"";"Paderborn";"NW ";"DE";"Nordrhein-Westfalen";"Germany";"Europe";"2025-08-18";"";"1"
"27173";"Suzanne";"";"Ye";"Klara Straße 8463";"";"Essen";"HH ";"DE";"Hamburg";"Germany";"Europe";"2025-02-12";"";"1"
"27155";"Eric";"C";"Hall";"408, avenue du Québec";"";"Paris";"75 ";"FR";"Seine (Paris)";"France";"Europe";"2025-02-20";"";"1"
"27154";"Holly";"";"Arun";"Wallstr 24";"";"Ingolstadt";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-09-27";"";"1"
"27149";"Jeffery";"M";"She";"5587 D St.";"";"Warrnambool";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-09-13";"";"1"
"23842";"Connor";"";"Bryant";"2495 Rachele Road";"";"Langford";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-09-18";"";"1"
"23836";"Chloe";"";"Carter";"7294 Kathleen Drive";"";"Lincoln Acres";"CA ";"US";"California";"Southwest";"North America";"2025-10-28";"";"1"
"23827";"Wyatt";"";"Hall";"8252 Northridge Drive";"";"Victoria";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-11-11";"";"1"
"23826";"Dalton";"M";"Ross";"5002 Starflower Dr.";"";"Long Beach";"CA ";"US";"California";"Southwest";"North America";"2025-03-19";"";"1"
"23816";"Natalie";"";"Johnson";"9905 Scenic Drive";"";"Coronado";"CA ";"US";"California";"Southwest";"North America";"2025-09-08";"";"1"
"23807";"Carson";"";"Hughes";"9108 Mcelroy";"";"Daly City";"CA ";"US";"California";"Southwest";"North America";"2025-10-03";"";"1"
"23793";"Ryan";"";"Kumar";"7726 N Jackson Way";"";"Burien";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-24";"";"1"
"23791";"Aaron";"";"Griffin";"828 Pinewood Court";"";"Walla Walla";"WA ";"US";"Washington";"Northwest";"North America";"2025-06-07";"";"1"
"23775";"Cedric";"H";"Shan";"3753 Shenandoah Drive";"";"Oxford";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-03-26";"";"1"
"23766";"Cassandra";"A";"Martinez";"Königstr 426";"";"Solingen";"NW ";"DE";"Nordrhein-Westfalen";"Germany";"Europe";"2025-07-08";"";"1"
"23751";"Lacey";"L";"Lal";"4195 Sea Point Way";"";"Milton Keynes";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-02-16";"";"1"
"23750";"Tanya";"";"Serrano";"3238 Laguna Circle";"";"London";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-01-15";"";"1"
"23743";"Terrence";"L";"Xu";"3884 Bates Court";"";"Maidenhead";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-02-01";"";"1"
"23742";"Morgan";"C";"Cox";"6814 Gatewood Court";"";"La Jolla";"CA ";"US";"California";"Southwest";"North America";"2025-09-14";"";"1"
"23734";"Melanie";"R";"Wood";"9555 Holiday Hills Drive";"";"Salem";"OR ";"US";"Oregon";"Northwest";"North America";"2025-06-21";"";"1"
"23727";"Bruce";"";"Serrano";"5762 Glenmount Drive";"";"Colma";"CA ";"US";"California";"Southwest";"North America";"2025-06-03";"";"1"
"23718";"Nelson";"";"Blanco";"3121 Spar Court";"";"Burlingame";"CA ";"US";"California";"Southwest";"North America";"2025-09-25";"";"1"
"23716";"Kyle";"";"Wright";"9161 Medina Dr.";"";"Port Hammond";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-03-24";"";"1"
"23700";"Katelyn";"W";"Young";"493 Loveridge Circle";"";"Lebanon";"OR ";"US";"Oregon";"Northwest";"North America";"2025-11-29";"";"1"
"23685";"Alexa";"C";"Reed";"621 Brandywine Way";"";"Lakewood";"CA ";"US";"California";"Southwest";"North America";"2025-08-12";"";"1"
"23675";"Emmanuel";"";"Prasad";"4666 Lancelot Drive";"";"Bellingham";"WA ";"US";"Washington";"Northwest";"North America";"2025-08-27";"";"1"
"23674";"Jeremiah";"A";"Walker";"7227 Landing Terrace";"";"El Cajon";"CA ";"US";"California";"Southwest";"North America";"2025-11-29";"";"1"
"23669";"Sean";"";"Torres";"5847 W. Buchanan";"";"Oakland";"CA ";"US";"California";"Southwest";"North America";"2025-11-26";"";"1"
"23668";"Jessica";"A";"Hughes";"4430 Ana Cortez";"";"Beaverton";"OR ";"US";"Oregon";"Northwest";"North America";"2025-09-21";"";"1"
"23632";"Kristen";"R";"Zhou";"Kulmer Straße 765";"";"München";"SL ";"DE";"Saarland";"Germany";"Europe";"2025-03-16";"";"1"
"23602";"Andrea";"";"Lopez";"Postfach 11 09 00";"";"Erlangen";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-01-23";"";"1"
"23601";"Kari";"A";"Alan";"Zimmerstr 371";"Einkaufsabteilung";"Berlin";"HE ";"DE";"Hessen";"Germany";"Europe";"2025-06-01";"";"1"
"23584";"Jason";"P";"Evans";"4341 Ceemar Court";"";"Tacoma";"WA ";"US";"Washington";"Northwest";"North America";"2025-10-13";"";"1"
"23567";"Xavier";"";"Green";"1080 Crestwood Circle";"";"Metchosin";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-21";"";"1"
"23548";"Haley";"A";"Morris";"6630 Ham Court";"";"Vancouver";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-11-28";"";"1"
"23542";"Justin";"";"Martin";"4428 Maureen Circle";"";"Geelong";"VIC";"AU";"Victoria";"Australia";"Pacific";"2024-07-26";"";"1"
"23541";"Dana";"M";"Suarez";"3356 Northstar Drive";"";"Cloverdale";"SA ";"AU";"South Australia";"Australia";"Pacific";"2024-07-11";"";"1"
"23532";"Brett";"";"Martinez";"252 Hemlock Drive";"";"Sydney";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-07-12";"";"1"
"23515";"Zachary";"A";"Walker";"8962 Broadway St.";"";"Redwood City";"CA ";"US";"California";"Southwest";"North America";"2025-08-28";"";"1"
"23510";"Morgan";"R";"Cooper";"8950 Glenwood Dr.";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-08-09";"";"1"
"23500";"Adriana";"";"Garcia";"8914 Elkwood Dr.";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-05-11";"";"1"
"23485";"Isabella";"";"Lee";"1015 Lynwood Drive";"";"Metchosin";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-12-07";"";"1"
"23064";"Alexander";"S";"Rodriguez";"216 Arnold Drive";"";"Bellingham";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-19";"";"1"
"23059";"Spencer";"";"Price";"1709 P St.";"";"W. Linn";"OR ";"US";"Oregon";"Northwest";"North America";"2025-07-18";"";"1"
"23057";"Caitlin";"T";"Richardson";"9471 Tobi Drive";"";"Shawnee";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-07-11";"";"1"
"23050";"Jack";"P";"Hall";"7978 San Gabriel Dr.";"";"Salem";"OR ";"US";"Oregon";"Northwest";"North America";"2025-01-12";"";"1"
"23041";"Natalie";"";"Garcia";"160 Kentucky Drive";"";"Long Beach";"CA ";"US";"California";"Southwest";"North America";"2025-07-19";"";"1"
"23032";"Jesse";"";"Parker";"145 W. Watson Court";"";"Lakewood";"CA ";"US";"California";"Southwest";"North America";"2025-07-26";"";"1"
"23022";"Jocelyn";"";"Bradley";"3787 Browse St";"";"Royal Oak";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-05-01";"";"1"
"23005";"Luke";"";"Sharma";"9073 String Drive";"";"Portland";"OR ";"US";"Oregon";"Northwest";"North America";"2025-03-28";"";"1"
"23000";"Victoria";"M";"Henderson";"6358 Parkview Court";"";"Lake Oswego";"OR ";"US";"Oregon";"Northwest";"North America";"2025-12-21";"";"1"
"22998";"Lauren";"R";"Washington";"8874 Folson Drive";"";"Metchosin";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-08-04";"";"1"
"22992";"Austin";"H";"Yang";"1097 Kulani Lane";"";"Kirkland";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-21";"";"1"
"22990";"Alyssa";"C";"Stewart";"6323 Benedict Court";"";"Lincoln Acres";"CA ";"US";"California";"Southwest";"North America";"2025-04-01";"";"1"
"22989";"Megan";"D";"Butler";"3665 Oak Creek Ct.";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-04-23";"";"1"
"22967";"Rachel";"";"Smith";"327 Bon Homme Way";"";"Olympia";"WA ";"US";"Washington";"Northwest";"North America";"2025-08-01";"";"1"
"22964";"Eric";"A";"Hayes";"6991 Pembroke Dr";"";"Cranbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-05-04";"";"1"
"22931";"Logan";"K";"Johnson";"4945 Pennsylvania Blvd.";"";"Caloundra";"QLD";"AU";"Queensland";"Australia";"Pacific";"2024-05-19";"";"1"
"22930";"Brett";"L";"Raman";"4631 Hilltop Dr.";"";"Sunbury";"VIC";"AU";"Victoria";"Australia";"Pacific";"2024-06-05";"";"1"
"22897";"Arianna";"C";"Ramirez";"1036 Mason Dr";"";"Port Orchard";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-15";"";"1"
"22889";"Julia";"R";"Long";"2528 Fall Creek Road";"";"Newton";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-06-27";"";"1"
"22872";"Sara";"F";"Bailey";"4245 Gregory Lane";"";"Burien";"WA ";"US";"Washington";"Northwest";"North America";"2025-06-25";"";"1"
"22865";"Stephanie";"E";"Hall";"9568 Sunsine Drive";"";"Concord";"CA ";"US";"California";"Southwest";"North America";"2025-09-09";"";"1"
"22823";"Isabel";"";"Alexander";"9643 North Star Dr";"";"Runcorn";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-08-18";"";"1"
"22815";"Margaret";"P";"Wang";"Celler Weg 29";"";"Hamburg";"HH ";"DE";"Hamburg";"Germany";"Europe";"2025-08-05";"";"1"
"22808";"Ebony";"A";"Suri";"2802 Clay Way";"";"West Sussex";"ENG";"GB";"England";"United Kingdom";"Europe";"2024-12-27";"";"1"
"22799";"Riley";"";"Alexander";"9038 Ida Drive";"";"Billericay";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-10-31";"";"1"
"22796";"Brad";"";"Nath";"2, rue de Maubeuge";"";"Saint Ouen";"17 ";"FR";"Charente-Maritime";"France";"Europe";"2025-04-23";"";"1"
"22782";"Dakota";"N";"Wood";"9234 Paso Del Rio Court";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2025-06-29";"";"1"
"22772";"Erin";"B";"Watson";"251 Steven Circle";"";"Victoria";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-02-28";"";"1"
"22766";"Cassidy";"";"Hayes";"3584 Hawes Street";"";"Port Orchard";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-27";"";"1"
"22764";"Chase";"A";"Brooks";"9699 William Reed Dr.";"";"Yakima";"WA ";"US";"Washington";"Northwest";"North America";"2025-08-11";"";"1"
"22741";"Darryl";"R";"He";"3854 Galindo St.";"";"Ballard";"WA ";"US";"Washington";"Northwest";"North America";"2025-03-01";"";"1"
"22733";"Alexandria";"";"Powell";"7720 Winterberry Ct";"";"Bremerton";"WA ";"US";"Washington";"Northwest";"North America";"2025-06-11";"";"1"
"22732";"Sean";"";"Turner";"869 Cherry St.";"";"Sooke";"BC ";"CA";"British Columbia";"Canada";"North America";"2023-05-09";"";"1"
"22730";"Timothy";"L";"Perez";"7711 Fieldcrest Dr.";"";"Royal Oak";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-08-10";"";"1"
"22724";"Noah";"E";"Evans";"1640 Windmill Way";"";"Downey";"CA ";"US";"California";"Southwest";"North America";"2025-07-05";"";"1"
"22721";"Colleen";"E";"Lin";"1679 Via Doble";"";"Ballard";"WA ";"US";"Washington";"Northwest";"North America";"2025-07-15";"";"1"
"22716";"Caleb";"";"Nelson";"8404 Houston Ct.";"";"Edmonds";"WA ";"US";"Washington";"Northwest";"North America";"2025-06-24";"";"1"
"22073";"Timothy";"L";"Sanders";"8838 Kirker Pass Road";"";"Bellingham";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-30";"";"1"
"22065";"Roy";"";"Martin";"8955 Miller Dr.";"";"Brisbane";"QLD";"AU";"Queensland";"Australia";"Pacific";"2025-02-03";"";"1"
"22060";"Evan";"";"Hill";"6468 Gatewood Court";"";"Lake Oswego";"OR ";"US";"Oregon";"Northwest";"North America";"2025-02-12";"";"1"
"22049";"Allen";"J";"Patel";"7971 Rolling Green Circle";"";"Berkeley";"CA ";"US";"California";"Southwest";"North America";"2025-04-12";"";"1"
"22035";"Ryan";"C";"Wilson";"8706 Royal Arch Court";"";"Redwood City";"CA ";"US";"California";"Southwest";"North America";"2025-03-08";"";"1"
"22025";"Riley";"S";"Peterson";"6239 Meadowvale Court";"";"Coronado";"CA ";"US";"California";"Southwest";"North America";"2025-06-15";"";"1"
"22016";"Terrence";"E";"Andersen";"7651 Smiling Tree Court";"Space 55";"Burien";"WA ";"US";"Washington";"Northwest";"North America";"2025-12-02";"";"1"
"22001";"Gregory";"J";"Chander";"5844 Miguel Drive";"";"Hobart";"TAS";"AU";"Tasmania";"Australia";"Pacific";"2025-04-11";"";"1"
"21991";"Teresa";"";"Gill";"5139 The Trees Dr";"";"Seaford";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-12-30";"";"1"
"21983";"Glenn";"";"Liang";"1135 W St.";"";"Cloverdale";"SA ";"AU";"South Australia";"Australia";"Pacific";"2024-03-09";"";"1"
"21974";"Whitney";"J";"Suri";"4659 Montoya";"";"Melton";"VIC";"AU";"Victoria";"Australia";"Pacific";"2024-04-05";"";"1"
"21960";"Dawn";"C";"Liu";"5878 Scenic Avenue";"";"Cranbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-08-21";"";"1"
"21951";"Orlando";"C";"Hernandez";"5929 William Reed Dr.";"";"Gold Coast";"QLD";"AU";"Queensland";"Australia";"Pacific";"2024-02-13";"";"1"
"21910";"Rebekah";"C";"Perez";"Höhenstr 9415";"";"Bonn";"NW ";"DE";"Nordrhein-Westfalen";"Germany";"Europe";"2025-11-21";"";"1"
"21898";"Devon";"D";"Raji";"2497 Hazel Drive";"";"Cranbourne";"VIC";"AU";"Victoria";"Australia";"Pacific";"2025-10-10";"";"1"
"21875";"Cedric";"M";"Nara";"2257 Gate Drive";"";"Silverwater";"NSW";"AU";"New South Wales";"Australia";"Pacific";"2024-02-08";"";"1"
"21867";"Michael";"";"Ruggiero";"5501, rue Lauriston";"";"Saint-Denis";"93 ";"FR";"Seine Saint Denis";"France";"Europe";"2025-08-17";"";"1"
"21865";"Kathryn";"";"Andersen";"6999 Indianhead Ct.";"";"London";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-05-07";"";"1"
"21834";"Jillian";"H";"Mehta";"Helsenbergbogen 2";"";"Hof";"BY ";"DE";"Bayern";"Germany";"Europe";"2025-09-09";"";"1"
"21825";"Randy";"J";"Zhou";"Krönerweg 9796";"";"Berlin";"HH ";"DE";"Hamburg";"Germany";"Europe";"2025-12-06";"";"1"
"21798";"Jade";"P";"Sanders";"1947 Serene Ct";"";"Lebanon";"OR ";"US";"Oregon";"Northwest";"North America";"2025-10-19";"";"1"
"21791";"Richard";"";"Price";"2064 Trafalgar Circle";"";"San Gabriel";"CA ";"US";"California";"Southwest";"North America";"2025-03-06";"";"1"
"21784";"Mackenzie";"J";"Hernandez";"7866 Northridge Ct.";"";"Edmonds";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-21";"";"1"
"21776";"Daniel";"P";"Thompson";"8879 Greystone Drive";"";"Kirkland";"WA ";"US";"Washington";"Northwest";"North America";"2025-04-09";"";"1"
"21767";"Mariah";"M";"Ramirez";"5308 Greenbrook Dr";"";"Bellflower";"CA ";"US";"California";"Southwest";"North America";"2025-07-11";"";"1"
"21756";"Allison";"";"Carter";"7535 Hoover Court";"";"Santa Monica";"CA ";"US";"California";"Southwest";"North America";"2025-02-06";"";"1"
"21740";"Taylor";"";"Walker";"3274 Corrinne Court";"";"Watford";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-12-22";"";"1"
"21739";"Dale";"E";"Rai";"8609 Camino Peral";"";"Watford";"ENG";"GB";"England";"United Kingdom";"Europe";"2025-03-12";"";"1"
"21732";"Ian";"E";"Johnson";"9500 Normal Avenue";"";"Newton";"BC ";"CA";"British Columbia";"Canada";"North America";"2025-09-21";"";"1"
